Doc_ID,Nama_Tempat,Lokasi,Rating,Teks_Mentah
1074,Glamping Menoreh,"Kulon Progo, DIY",5.0,"Kamarnya cukup nyaman, anak2 senang sekali. Pelayanan sangat ramah dan membuat nyaman. Lokasi nya sangat bagus, ada pemandian kolam air hangat."
1075,Glamping Menoreh,"Kulon Progo, DIY",5.0,"Ke sini Jumat 17 Mei 2024 tahun lalu, saat bukan musim libur/ weekend sehingga sepi. Saat itu saya perhatikan hanya 2 tenda glamping yg occupied termasuk yg kami sewa.  Pelayanan baik, termasuk gratis breakfast utk 2 porsi. Dan bisa pesan makanan/minuman kpd staff untuk diantar ke tenda. Komunikasi dengan staff dgn handy talkie.  Tenda glamping luas, fasilitas kamar dlm tenda baik, bersih dan estetik. Matrass single 2 buah ukuran lebar sehingga kami yg keluarga 5 orang (2 dewasa, 2 anak usia 7 dan 10 thn, plus bayi 1 thn lebih) muat dengan menggabungkan 2 matrasnya.  Fasilitas glamping kolam renang yg disetting spt pantai/ melandai, ada cafe, dan kamar mandi umum yg bersih dgn pemanas air.  Sayang kami datang kemalaman sehingga tidak sempat menikmati suasana sore/senja. Padahal target paling lambat sampai di tempat yaitu sore. Karena perjalanan dari Sby diarahkan google justru lewat jalur Boyolali/ gunung, bukan lewat kota Jogja. Sehingga perjalanan cukup ekstrim (naik turun). Saat pulang menuju Jogja kota, jalur tidak seekstrim saat dtg.  Jalur aman sebenarnya sudah diinfokan staff saat reservasi, cm mungkin karena kami berangkat dari Surabaya lalu langsung set gmap ke nama lokasi glamping, jdnya dilewatkan google ke jalur ekstrim.  Biaya dgn paket staycation yg kami ambil total 600k, sudah termasuk extra 100k utk tambahan person dari anak usia 10 tahun."
1076,Glamping Menoreh,"Kulon Progo, DIY",5.0,sangat rekomend untuk liburan. sejuk tempatnya ramah2 pelayanannya.. nyaman banget dech..
1077,Glamping Menoreh,"Kulon Progo, DIY",5.0,"Pengalaman yang menyenangkan, tendanya nyaman, pemandangannya indah, udaranya segar, staf sangat ramah dan helpful"
1078,Glamping Menoreh,"Kulon Progo, DIY",5.0,Tempat nyaman santai ada lap padel kolam air hangat dan kolam.model pantai
1079,Glamping Menoreh,"Kulon Progo, DIY",1.0,Pertama kali kesini dan gak mau coba lagi Jalan utama d tutup saat ada perbaikan jalan dan dialihkan k jalan yang menanjak naik turun curam jurang Dan hampir mobil kami terperosok ke jurang Dari awal dari Pihan penunjuk jalan bilang aman Ternyata seram dan membuat kami trauma
1080,Glamping Menoreh,"Kulon Progo, DIY",5.0,"Tersedia 2 paket pilihan glamping pertama paket staycation harga 500K kap 2 person plus breakfast ke dua paket menoreh 750K kap 2 person plus breakfast bedanya ke dua paket tersebut untuk ke puncak tumpeng menoreh paket pertama tdk diantar shuttle car, ga akan rugi klw kalian yg ingin mencoba glampingnya karena sdh ada fasilitas 2 kolam renang air dingin air hangat dan ada cabin api unggun untuk menghangatkan badan klw untuk toilet ke 2 glamping semuanya sharing...jalan menuju glamping menoreh sangat indah memanjakan mata jadi kalian yg ingin mencoba glamping menoreh nya bisa cek IG Tumpeng Menoreh ."
1081,Glamping Menoreh,"Kulon Progo, DIY",5.0,"Pelayanan istimewa, salam buat mas som yang selalu stand by kalau dimintain tolong 😁"
1082,Glamping Menoreh,"Kulon Progo, DIY",5.0,"banyak tenda glampingnya. Fasilitas oke. Tempat nyaman. Suara alamnya wow banget kalo malem, yg suka alam, bs menikmati, tp yg suka kesunyian mgkn ga bs tidur. Krn keras banget..alhamdulillah kalo sy bs puless...😁..  Tapiiii.... kebetulan sy dpt t4 strategis. di atas kolam. Tp sayang tenda jamuran..jd agak gimana gitu..itu yg belakang2 banyak yg baru tendanya. Mgkn bs diganti dl yg bagian deket kolam. Krn jd mengurangi estetika krn jamur. Maaf ya..  Smg sukses terus ❤️"
1083,Glamping Menoreh,"Kulon Progo, DIY",5.0,"Kalo mau kesini selain hari Jumat Sabtu Minggu g sih🤭, bener2 tenang bgt g ada yg ggu🫶, pengen kesana lagi nagih pokoknya, bener2 rehat dari kebisingan😍♥️"
1084,Glamping Menoreh,"Kulon Progo, DIY",5.0,"Sangat suka dengan konsep kolam pantainya. Cocok bawa keluarga apalagi yang suka main air, nginep disini sama keluarga besar memorable 🙏🏼❤"
1085,Glamping Menoreh,"Kulon Progo, DIY",5.0,"Tempat camping yang sangat menyenangkan. Mengusung konsep yang berbeda dari tempat glamping lainnya. Menyediakan tempat glamping yang lengkap dengan fasilitas ala hotel. Dapat handuk,alat mandi,meja kursi lengkap dengan kaca riasnya. Meski kamar mandinya sharing tapi tersedia cukup banyak jadi ngga' khawatir ngantri. Paginya dapat sarapan nasi goreng special. Adalagi yang jadi glamping ini beda dari yang lain,adalah kolam renang yang menyerupai pantai...jadi berasa sedang main² dipantai deh. Bukan hanya itu...di sini ada kolam air hangatnya juga. Disamping kolam ada kafenya juga...jadi kalau mau sambil pesan makanan atau sekedar menikmati kopi di samping kolam bisa banget. Panjang deh kalau diceritain karena memang se worth it banget😍"
1086,Glamping Menoreh,"Kulon Progo, DIY",5.0,"Fasilitas lengkap tersedia kasur empuk, selimut, handuk, sabun, sikat gg, pasta gg, jemuran handuk, tempat sampah, banyak colokan. Kolam renangnya cakep viewnya, tersedia kolam rendam air hangat² kuku. Sarapan nasgor telor enak. Pesan makan di resto, enak dan murah. Paket tumpeng menoreh bisa lihat sunrise dengan shuttle car. Jalan alternatif lewat trayu 2,5 jam yg ngeri² sedap tapi seru dan asik."
1087,Glamping Menoreh,"Kulon Progo, DIY",1.0,Dari segi harga dan fasilitas menurutku terlalu mahal Begitupun harga makanan dan minuman nya juga mahal
1088,Glamping Menoreh,"Kulon Progo, DIY",1.0,saya baca review yg baru2 kok ikut anyel ya. udah sejak lama banget dikasih masukan tp ga didengerin. mbok ya diberlakukan jam malam to. masa masalahnya sama terus. ada yg smpe ga bs istirahat. kan konyol.
1089,Glamping Menoreh,"Kulon Progo, DIY",5.0,"Ambil paket Sunrise, pas cek in dapet momen kabut. Besoknya bangun pagi dan disambut pemandangan sekeren ini di Tumpeng Menoreh ❤"
1090,Glamping Menoreh,"Kulon Progo, DIY",5.0,Pastikan kendaraan anda dalam kondisi prima karena jalan aksesnya berupa tanjakan yang cukup tajam dan jalan sempit
1091,Glamping Menoreh,"Kulon Progo, DIY",4.0,Klo mau kesini dg GPS rutenya perempatan dekso kalibawang - wisata alam nglinggo tritis - glamping menoreh krn kmrn saya diarahkan oleh gps ke jalur 2 arah tp jalanan sempit dan kiri kanan jurang  Secara keseluruhan fasilitas bagus namun di kamar mandi masih banyak serangga ..
1092,Glamping Menoreh,"Kulon Progo, DIY",3.0,"Jalan menuju kesini ngeri2 sedap, pinggir sekitar kamar/bed bahaya buat anak2, ada hewan kecil2 masuk ke dlm kamar, wifi mati ,airpun mati pas mau mandi"
1093,Glamping Menoreh,"Kulon Progo, DIY",5.0,"Tempatnya cakep banget asri, ada playground yg luas, kolam renang semacam artificial beach yang airnya dingiin. Dapet banget suasana camping dengan keluarga, pokoknya recommended. Pelayanan yg sat set, dan breakfastnya se-generous itu... Recommended lah, cuman kadang-kadang agak berisik ya karena kan tendanya sangat dekat jaraknya satu sama lain. Kalo kesini weekend mgkin malah terlalu rame, untungnya kami menginap saat weekday."
1094,Glamping Menoreh,"Kulon Progo, DIY",5.0,"Yang bintang 5 adalah kolam renangnya. Kalau zona campingnya zuzurly kecil saja dan tidak ada view apapun kecuali tebing dan lembah sungai kecil (tapi tidak accessable ya). Pelayanan saat masuk standar, ramah tapi memang sedang sibuk sekali melayani pesanan makan tamu glamping. Untungnya kami niat camping jadi bawa makanan berlimpah ga perlu ikut nunggu pesenan. Sinyal telkomsel dan indosat ga kuat, bisanya pake wifi yang disediakan tapi di zona camping kurang bagus juga, perlu ditambah router khusus camping. Kamar mandi banyak dan bersih masih baru-baru, dan ada yang pakai heater, lumayan sekali untuk anak-anak habis renang."
1095,Glamping Menoreh,"Kulon Progo, DIY",5.0,"Suasananya syahdu sekali, waktu datang langsung disambut hujan otomatis kabut turun, di dalam tenda glamping serasa menikmati hujan kabut"
1096,Glamping Menoreh,"Kulon Progo, DIY",5.0,Lokasinya sekitar 1 jam dari pusat kota Jogja. Ada 25 tenda yang masing-masing bisa muat untuk maksimal 4 orang dewasa. Range harga di 500k-1.500k per tenda tergantung fasilitas. Additional per pax 100k. Fasilitasnya cukup memadai. Bisa pesan makan dan minum dan diantar ke tenda. Mungkin karena sudah agak lama jadi tenda banyak yang berjamur dan ada beberapa ulat bulu di sekitaran tenda dan toilet. Walaupun di outdoor tapi tidak ada nyamuk. Overall lumayan untuk short getaway saat weekend.
1097,Glamping Menoreh,"Kulon Progo, DIY",1.0,"Tempat bagus ya lumayan lah ya, tapi berisik banget karna ada kegiatan dari rombonhan lain dan gak ada pembatasan jam malam. Harusnya bisa menikmati suasana malah yg ada emosi gak bisa istirahat. Harunya di pisah sih buat tamu keluarga dan yg buat rombongan kantor atau makrab mahasiswa. Diluar dugaan saya kira bisa istirahat disini sudah jauh2 malah zonk banget, gak lagi2 deh kesini buat hiling disini"
1098,Glamping Menoreh,"Kulon Progo, DIY",5.0,Rekomendasi bgt bagi yg pengen suasana sejuk
1099,Glamping Menoreh,"Kulon Progo, DIY",4.0,"Nemu tempat ini dari reels Instagram, cukup menarik. Akhirnya memberanikan diri buat booking acara outing tempat kerja, booked untuk sekitar 16 orang. Jujur sama sekali belum ada bayangan waktu booked karena takut beda sama di reels.  Jalanan ke sana agak serem apa lagi waktu malem, maklum tempatnya emang hidden gem. Dari resepsionis juga harus jalan turun sedikit buat ke campnya. Agak capek tapi cukup terbayarkan karena daerah tendanya sangat bagus. Satu tenda untuk 3 orang, bisa lebih tapi ada charge extra person. Untuk extra person ini ga nambah kasur ya, jadi cuma dapet tambahan selimut, alat mandi, dan handuk untuk satu orang.  Tapi yang agak mager kamar mandi sama toiletnya ada di bawah dan harus gentian sama orang lain. Tapi ada air hangatnya.  Ada area buat having fun bareng rombongan juga tapi karena camp-nya ga terpisah dari rombongan lain jadi mungkin agak terganggu kalo ada rombongan lain yang bikin acara juga (tapi ga tau ya bisa private atau ga). Ada kolam renangnya juga tapi sayang kotor huhuhu. Padahal bagus banget pemandangannya.  Tapi hospitality-nya oke! Orang-orangnya mau direpotin dan ga ngeluh waktu kemarin sempet pinjem beberapa alat masak."
1100,Glamping Menoreh,"Kulon Progo, DIY",5.0,"Kemarin ada acara kantor disini. Tempatnya sangat nyaman, udara sejuk namun tenda mampu menopang dinginnya jadi ketika didalam tenda terasa hangat.  Di glamping ini juga sudah disediakan handuk beserta alat mandi, ada kolam renang 2,5 meter dg air yg dingiinn, kamar mandi bersih disertai shower, dan area outdoor yg cocok utk acara2.  Kalau menginap disini ada beberapa wisata yang bisa dikunjungi juga, seperti Kereta gantung, Pucak Widosari, Tumpeng Menoreh dll.  Selama disana, saya mendapatkan sunset dan sunrise yang disertai lautan awan🤩🌝🤏🏻"
1101,Glamping Menoreh,"Kulon Progo, DIY",5.0,"pengalaman pertama glamping yang menyenangkan, lingkungan sampai toilet bersih, ada air hangatnya jugaa, staf ramah ramah semua, pelayanan juga serba sat set, cuma minim view aja si, tapi overall is okeey dan recommended sekali 😄 …"
1102,Glamping Menoreh,"Kulon Progo, DIY",5.0,"Pelayanan juara, makanan sarapan enak2 staffnya ramah pake banget.. Pemandangannya bagis kabutnya ugal-ugalan pol .. Pokoknya rekomen banget,, semoga nanti liburan bisa kesini lagi"
1103,Glamping Menoreh,"Kulon Progo, DIY",4.0,"Glamping yang modern, ada toliet dan kamar mandi yang mencukupi. Makanan standar karna ada di desa jadi cukup wajar kalau kopinya enak. Untuk harga terhitung murah dari segi glamping dan menu makanan yg tersedia. Ada kolam pantai yang cukup luas dengan kedalaman 2,5meter.  Ketika sampai akan langsung dapat welcome drink teh panas. Didalam glamping sudah ada handuk dan alat mandi, serta ada air mineral juga.  Bener - bener jadi tempat relaxing karna sinyal juga susah.  Kurangnya mungkin akses kendaran menuju kesini karna lumayan nanjak. Dan menu makanan yang kurang bervariasi. Selebihnya semuanya sudah oke semua. Saya seh pasti akan nginep di sini lagi."
1104,Glamping Menoreh,"Kulon Progo, DIY",1.0,"Dipikir deh: Konsep camping di tempat yg jauh dr kota gini tu biar dpt tempat utk menenangkan diri, dengerin suara alam. Tapi ini kagak sama sekali. Sebagus apapun tmptnya, klo sepanjang malam kupingmu diteriakin suara keras yg ada malah stress. Bareng sm rombongan berisik bgt pake sound system, dan klo ga kami marah msh nyanyi2 pake sound smpe lewat tengah malem! orang2nya sendiri berarti emg egois bgt, tp harusnya pihak manajemen jg bs ngatur dong. kita semua bayar di sini, semua pny hak utk dihormati istirahatnya. Kapok jelas, byk opsi lbh bagus di DIY Jateng, tp kalo masih manfaat, mau ngusul: Itu sound system dikecilin volumenya, cukup dinikmatin sm yg di area lapangan ga usah smpe nyengak ke tenda. Itupun BERLAKUKAN JAM MALAM. kalo jam 12 malam lewat masih boleh teriak2 pake sound system itu ya keterlaluan. maksimal jam 10 malam harus udah stop! Serius buat yg mau menenangkan diri lupakan. Udah jalan menujunya susah, dapetnya stress."
1105,Glamping Menoreh,"Kulon Progo, DIY",4.0,"Sebenernya tempat cukup oke dan cukup mudah dijangkau, hanya saja ada beberapa fasilitas yg mungkin bisa dibenahi atau ditambah seperti ketersediaan air dan shower air panas bisa dibenahi karna minggu lalu saat kami sampai dilokasi sempat kehabisan air dan perlu menunggu penampungan diisi terlebih dahulu padahal waktu hampir maghrib di mana para pengunjung perlu untuk bebersih serta wudhu dan beberapa perlu mandi sehabis bermain air di kolam, sampai kedinginan menunggu air nyala lagi. Kemudian untuk tenda sendiri akan lebih aman jika sisi-sisinya ada pembatas keras, agar barang atau bahkan manusia tidak terjerembab jatuh ke samping tenda krna posisi samping tenda bisa dengan mudah terbuka dan membuat barang/orang jatuh ke bawah (peletakan tenda lebih tinggi dr tanah), tidak safety terutama untuk anak kecil. Waktu malam dan pagi hari kami menemui ada guguk berkeliaran dan memakan makanan kami, yang akhirnya harus kami buang karna sudah termakan sebagian, jadi memaksa kami lebih berhati-hati saat membawa makanan. Staffnya baik-baik dan membantu membawakan barang bawaan pengunjung. Udaranya dingin tapi sejuk terutama di pagi hari. Terima kasih untuk pengalamannya, semoga bisa lebih baik lagi untuk fasilitas dan lain-lainnya✊"
1106,Glamping Menoreh,"Kulon Progo, DIY",1.0,"horor lah, rombongan ribut ga diatur. ga bs istirahat padahal nyari ketenangan. trauma."
1107,Glamping Menoreh,"Kulon Progo, DIY",5.0,"Themed glamping in isolated place. Fasilitas yg ditawarkan oke bgt mulai dr panggung + layar, kolam renang bertemakan pantai, susunan tenda dan track yang rapi serta bersih. Kamar mandi dengan air panas. Saat saya menginap semua tenda full, ada pemutatan film Mr. Bean untuk ditonton bersama2. Sangat murah lampu jadi tidak menakutkan walau di alam terbuka. Sayangnya mendung  dan hujan menjelang subuh sehingga tidak bisa melihat sunrise di Tumpeng Menoreh... Minusnya hanya tidak disediakan gelas kopi dan pemanas air seperti standar penginapan pada umumnya, pdhl udara dan angin tergolong cukup dingin cocok untuk minum yang panas2..."
1108,Glamping Menoreh,"Kulon Progo, DIY",2.0,"Gak banget nginep disini kalo bawa anak2, kebetulan berbarengan sama acara anak2 muda yg lagi kemping. Harusnya mau menikmati suasana yg hening dan istirahat dari hiruk pikuk kota malah zonk. Harusnya di pisah dong buat acara rombongan dan yg menginap biasa supaya tidak terganggu🥲Gak banget dan gak di rekomendasikan deh buat yg kesini cuman sewa 1 tenda dan bukan acara kantor, yg sengaja nginep sama keluarga aja mending gak usah dari pada nyesel.😪😪"
1109,Glamping Menoreh,"Kulon Progo, DIY",4.0,"Alhamdulillah seneng bgt akhirnya bisa nginap di sini walau bocil bolos sekolah, krn nyari waktu weekend penuh terus. Over all Oke sih, dapet bgt konsep campingnya ky jaman camping sekolah hehe.. dmn kamar mandi sharing, ada bak api unggunnya, malamnya ada mas mas karaokean, jd sllu terdengar ada aktifitas di area glamping, mengurangi kesan horor. Kebetulan bareng sm komunitas mas mas yg gitaran sampe malem juga, menambah hangat suasana camping. Bonusnya kolam renang yg dikemas seperti pantaiiiii, bagus bgt, airnya bening cm kotor dedaunan kering yg jatuh. Seruuuu 😍😍  Sekedar masukan, brgkali bisa ditambahkan : - playground supaya lebih ramah ank - kamar mandi sebaiknya ditambah terutama di area tenda - wastafel di bbrp titik akan sangat berguna, mengingat kamar mandi sharing - jika disediakan rak handuk kecil di setiap kamar akan sangat berguna - karaoke jangan sampe dini hari bgt, walau memang menghibur tapi rada keterlaluan klo sampe jm03 pagi seperti tadi malam, atau paling ndak bisa dikecilin suaranya ya"
1110,Glamping Menoreh,"Kulon Progo, DIY",1.0,"Tidak direkomendasikan bagi yang mencari ketenangan, tapi untuk uji kesabaran"
1111,Glamping Menoreh,"Kulon Progo, DIY",2.0,"Kasur tipis, kebersihan kurang, banyak serangga, sawang, laba2, kotor, kamar mandi kotor, dengan harga 500. Akses susah menuju lokasi,"
1112,Glamping Menoreh,"Kulon Progo, DIY",4.0,"Tempatnya bagus, recomended bagi yang ingin menikmati suasana yg jauh dari keramaian. Pelayanan cepat, ramah. Tempat parkir luas. Jumlah glamping juga banyak. Fasilitas mandi, ada air hangat. Pagi bisa jalan2 ke kebun teh nglinggo, kebun teh trirtis, gunung pitu, tumpeng menoreh. Bisa pesan shelter, untuk mengunjungi tempat wisata sekitar glamping."
1113,Glamping Menoreh,"Kulon Progo, DIY",4.0,"Pesen tenda harga 500k, Fasilitas cukup bagus, toilet bersih air hangat berfungsi dengan baik, tenda luas, listrik ada, kasur dan selimut bagus Sarapan nasi goreng dan teh hangat tp nasi gorengnya terlalu banyak minyaknya Ada space jalan di depan tenda tp sempit dan terlalu bahaya untuk anak kecil Dan kurang ada view saat di glamping"
1114,Glamping Menoreh,"Kulon Progo, DIY",5.0,"Tempat camping yang ngga bikin susah, menyenangkan buat semuanya walaupun yang ngga suka kegiatan di alam bebas. Tempatnya bersih, luas dan indah. Kamar mandinya bersih, WiFi nya kenceng. Ada kedai kopi ""serius"" Yang buka sampe pagi. Pada paket wisatanya juga jadi ngga repot keliling perbukitan Menoreh."
1115,Glamping Menoreh,"Kulon Progo, DIY",1.0,Gak punya ketentuan buat kenyamanan tamu2 yg lain. Krn ada yg nyalain music kenceng2 sampai jam 10 malem lebih dan masih diperbolehkan. Pdhal ini bukan disewa eksklusif. Dan tamu2 yg lain ada yg anak2 dan balita dan sgt mengganggu sekali. Pdhal tamu2 itu sudah orangtua semua.
1116,Glamping Menoreh,"Kulon Progo, DIY",5.0,"Pengalaman menarik buat menambah wawasan Travelling untuk anak2 dan keluarga. + Lokasi yang sejuk , tenda yang bersih dan nyaman, toilet bersih, layanan yang ramah dan helpfull Hanya saja aksesnya agak kurang lebar harus gantian naik turun nya. - Kolam renang agak licin - Jalan depan tenda harus dikasih pagar agar lebih ramah anak"
1117,Glamping Menoreh,"Kulon Progo, DIY",2.0,"Jalan menuju lokasi minim papan nama, ikutin google maps tdk sesuai hingga tersesat beberapa kali, tenda umum disatukan dengan lokasi acara grup lain sampai larut malam dan teriak2 mengganggu. Sudah komplain, kita malah disuruh pindah tempat. Lokasi tdk ramah untuk orang tua krn jalan menuju tenda dan kamar mand tdk.ada pegangan. Dan msh byk lagi evaluasinya."
1118,Glamping Menoreh,"Kulon Progo, DIY",1.0,"T4ny menurutku gag bgt,pemandangan ga ad,t4 antar kamar sngt dkt,gag sebagus di foto review,menyesal dgn harga 500rb dpt glamping begini ga bgt e mslhny,ga ad teko pemanas,pesen barbekiu yg 350rb alot dagingnya,ckp sekali aj deh d sini ini pun krn dadakan aj semoga ditingkatkan lg pelayananny"
1119,Glamping Menoreh,"Kulon Progo, DIY",5.0,"Sebuah Glamping (Glamor Camping) di area perbukitan Menoreh,Kulon Progo. Pelayanan Ramah dan Mudah hanya lewat WhatsApp fast respon. Dapat welcome drink Teh hangat dan Kopi, keesokan harinya dapat breakfast. Toilet banyak dan bersih, tersedia shower air hangat.  Tempatnya nyaman,aksesnya luar biasa, disarankan lewat dari arah Perempatan Dekso - Kulon Progo,karna saya sempet nyasar akses jalan dari Magelang(tidak bisa dilalui kendaraan mobil biasa,harus jeep 4x4)."
1120,Glamping Menoreh,"Kulon Progo, DIY",5.0,"Diambil saat turun kabut pukul 18.00...  Selain tempatnya yang nyaman, fasilitas lengkap, semua makanan yang disajikan enak2, meskipun menu yg tersedia terbatas, tapi saya jamin nagih 👍🏻 apalagi sambel ayam gorengnya 😁"
1121,Glamping Menoreh,"Kulon Progo, DIY",1.0,KeCewa PERcuma Reservasi jauh2 hari buat dapetin tenda tertentu dan di ok in. Pas sampe lokasi eh udah keisi.
1122,Glamping Menoreh,"Kulon Progo, DIY",5.0,"Glamping kekinian daerah jogja.  Ada water heater Free sarapan Free aqua 3 buah Free sabun, sikat gigi dan odol  Fasilitasnya kaya di hotel sih ya. Ada handuk, kasur, batal guling, selimut.  Vibesnya kaya lg kemping.karna memang temanya glamping.  Booked dulu sebaiknya sebelum ksni.  Akses jalannya agak ekstrim. Sebaiknya ikut paket tumpeng menoreh biar free shutle bulak balik. Tapi kalau ke tumpeng menorehnya 1x ma pakai kendaraan pribadi ok."
1123,Glamping Menoreh,"Kulon Progo, DIY",5.0,Lokasi ini cocok untuk beristirahat dan merenung(termasuk merenung di panggung dan kolam renang). Bukan tempat untuk berpesta pora. Hal ini didukung dengan: a. Area terpencil b. Dekat pemukiman warga desa c. Warga desa menyepi saat jelang malam
1124,Glamping Menoreh,"Kulon Progo, DIY",5.0,"Glamping di daerah pegunungan yang memiliki udara sejuk cenderung dingin. Ada fasilitas kolam renang, BBQ, panggung dan layar. Cocok digunakan sebagai tempat rekreasi keluarga maupun acara gathering"
1125,Glamping Menoreh,"Kulon Progo, DIY",5.0,"Nyaman buat staycation. Pelayanan dan kebersihan oke. Kamar mandi nya banyak dan bersih. Ada kolam renang buatan, dan lahan untuk bermain anak.."
1126,Glamping Menoreh,"Kulon Progo, DIY",5.0,"Tempatnya nyaman , bagus , dan dekat dengan perkampungan warga .. ad cafe sampe pagi hari di dekat glamping, karyawnnya ramah dan baik , cuman akses sedikit ekstrem naik turun tapi sudh bagus jalnnya"
1127,Glamping Menoreh,"Kulon Progo, DIY",4.0,"Akses menuju lokasi di pandu saat recervasi, pelayanan ramah, lokasi nyaman bersih sejuk, fasilitas kamar mandi+air hangat, kolam ramah anak oke, antar jemput shelter ke tumpeng manoreh tepat waktu dan di tunggu di lokasi."
1128,Glamping Menoreh,"Kulon Progo, DIY",5.0,"glamping yang menarik, cukup terjangkau pada saat ksana, 1 tenda untuk 3 orang sekira 600 rb/malam...makanan enak dan porsinya banyak. cocok untuk rehat sejenak dari hiruk pikuk kota"
1129,Glamping Menoreh,"Kulon Progo, DIY",3.0,"09/11 bawa anak2 nginep di glamping pengenya cari suasana alam, pengen denger suara alam kan seru kebetulan jg pas saya disana pengunjung cuma 3 glamping eehhhh,,, malem2 di resto bawah deket pool jam 10an malam mulai tuh pegawainya pada karaokean, nyalain musik dugem ampe jam 2 pagi lebih, edaan dah,,, tolong dong manajemen di perbaiki attitude pegawainya"
1130,Glamping Menoreh,"Kulon Progo, DIY",5.0,"Glamping paling keren ini si... Parkir luas, booking gampang, tempat bisa muat buanyak, tendanya bagusss, fasilitasnya lengkap, ada air panasnya pula, yang paling keren ya jelas kolam renang ala ala pantainyaa..wuiiihh keren bangettt"
1131,Glamping Menoreh,"Kulon Progo, DIY",4.0,"Over All bagus... Pelayanan cepat,ramah dan menyenangkan..suasana bersih dingin cocok bgt buat yg lagi penat... Mungkin yg perlu di tingkatkan masalah fasilitas di tenda..harusnya di sediakan keter air,teh,kopi dan gelas karena kan suasana dingin jadi ingin beberapa kali minum yg hangat2...atau mungkin ada yg bawa bayi butuh ada yg air hangat untuk membuat susu meski minta air hangat di kasoh termos dan airnya lebih baik disediakan ketel juga seperti fasilitas glamping2 yg lain....signal wifi untuk saya hr ini benar2 terkendala lemot sekali..entah beberapa hr sebelumnya bagaimana... Semoga di tingkatkan lagi untuk fasilitas2nya ya...karena yg datang menginap disitu penuh perjuangan medannya kebetulan saya dr surabaya"
1132,Glamping Menoreh,"Kulon Progo, DIY",5.0,"Pertama kali ke glampingmenoreh dan tumpeng menoreh, perjalanan jauh yaa aku dari pagi Jawa Tengah, tapi setelah nyampe bener2 capek itu terbayar kan dg suasana tenang banget, adem"
1133,Glamping Menoreh,"Kulon Progo, DIY",5.0,"Aseek tempatnya, kalo malam bs dengar suara hewan - tenang , apalg kalo alunan gendhing jawa"
1134,Glamping Menoreh,"Kulon Progo, DIY",5.0,"Lingkungan dan Kamar mandi bersih, disediakan meja panjang untuk kumpul"", ada kolam renang yg dibuat menyerupai pantai juga"
1135,Glamping Menoreh,"Kulon Progo, DIY",1.0,"Untuk harga segitu ga worth it..sy pikir semacem private trip untuk ke tumpeng menoreh,1 armada 1 tenda ternyata nggak,kami ditinggal dan musti nunggu lama bgt 40mnt,ga dpt sunrise jadinya,ngapain bangun pagi klo brktnya jam6 Antri kamar mandi cuma 4 toilet 4 Awalnya nginep untuk cek event 30 orang,kalo kaya gini sih pikir2 lagi bawa banyak orang Ga siap sama sekali"
1136,Glamping Menoreh,"Kulon Progo, DIY",5.0,suka ya ama suasana camping nya. smua sesuai selera. banyak laron juga. cuaca yg dingin. sarapan aja yg kurang enak.
1137,Glamping Menoreh,"Kulon Progo, DIY",4.0,"Kesini bareng teman teman kantor 31 org, nginep 1hari 1malam, spt nya bangunan nya baru terlihat dari kamar mandi nya, tenda dan kasurnya, yg hrs diketahui krn ini glamping dialam jd hrs mengerti akan ketemu sm serangga2 kecil ketika di kamar tp tidak semua, khusus utk cinta alam dan bersantai bersama keluarga, ada kolam renang nya jg, tp kolam renang nya sedikit curam krn dr yg 1.5mtr lsng ke 2mtr tanpa ada pembatas/petunjuk tolong dibuatkan utk  penggingat, disini jg kamar mandi shower jd tdk ada ember dan gayung hehe, over all kami semua menikmati makanan, tidur nyenyak, dan alam nya, sempet minum matcha di kafe yg di dket kolam renang titip ya minum nya jgn terlalu encer/bnyk air..thank you glamping menoreh sukses selalu"
1138,Glamping Menoreh,"Kulon Progo, DIY",4.0,"tempat glamping yang termasuk bagus, Namun ada beberapa yang harus di tambahkan seperti tempat jemur handuk. lalu harus ada pagar keliling di depan tenda karena kalau jatuh kebawah pasti masuk rumah sakit ‼️."
1139,Glamping Menoreh,"Kulon Progo, DIY",5.0,"Tempatnya indah dan nyaman. Suasananya tenang, damai apalagi ditambah suasana hujan jd tambah syahdu."
1140,Glamping Menoreh,"Kulon Progo, DIY",5.0,"Pelayanan Oke, Fasilitas sesuai Harga, Bersih kamarnya, Bersih Toiketnya, Parkiran Luas, Pegawai Ramah, Kolam Renang bersih, Suasana Asri dan Sejuk."
1141,Glamping Menoreh,"Kulon Progo, DIY",5.0,"Pelayanan 24 jam, terbaik ini untuk senang-senang sama keluarga, menu makan juga harganya sesuai dan dari rasa menu makanan juga terbaik"
1142,Glamping Menoreh,"Kulon Progo, DIY",5.0,Untuk viewnya oke banget dan tempatnya juga oke  Hanya akses untuk menuju kesini yg masih ada susah
1143,Glamping Menoreh,"Kulon Progo, DIY",5.0,"Recommend buat liburan, cm jalannya lumayan terjal, tp utk pelayanan, kebersihan sangat ok."
1144,Glamping Menoreh,"Kulon Progo, DIY",3.0,Keheningan malam terusik dengan desingan mesin gerinda.  Sampai saat ini (22.40) masih belum juga berhenti pekerjaan! Mohon dipertimbangkan kenyamanan pengunjung.
1145,Glamping Menoreh,"Kulon Progo, DIY",5.0,"vibes nya enak bgtt, syahduu~ dan bed nya nyaman walau diluar dingin tapi ditenda nyaman bgtt🤩😻 …"
